"approval_time","interval","inspection_cond","numPic","social_cond","broken","about","browser","chosen_idx","rt","kept","chosen","faceIdx","face","kept_idx","trialType","answer_type","itemNum","trial_category","samePos","gaze_target","include_exclude_repeat","trial_num","intervalNum","numPicN","gaze_trial","first.trial","correct","subid","block","include_good_rt","mean_acc_exp","correct_exposure","rt_exposure","answer_type_exposure"
"2016-07-25 00:23:09","Zero","long",4,"SocialFirst","          No","          No idea","Chrome",0,4739,"Novel82","Novel70",-1,"straight-ahead",1,"Switch","participant_response",12,"exposure",0,NA,"include",29,0,4,"No-Gaze",FALSE,NA,1,"second","include",1,NA,4739,"participant_response"
"2016-07-25 00:23:09","Zero","long",4,"SocialFirst","          No","          No idea","Chrome",1,4629,"Novel126","Novel126",-1,"straight-ahead",1,"Same","participant_response",13,"exposure",1,NA,"include",31,0,4,"No-Gaze",FALSE,NA,1,"second","include",1,NA,4629,"participant_response"
"2016-07-25 00:23:09","Zero","long",4,"SocialFirst","          No","          No idea","Chrome",3,3794,"Novel91","Novel13",-1,"straight-ahead",1,"Switch","participant_response",14,"exposure",1,NA,"include",33,0,4,"No-Gaze",FALSE,NA,1,"second","include",1,NA,3794,"participant_response"
"2016-07-25 00:23:09","Zero","long",4,"SocialFirst","          No","          No idea","Chrome",1,4597,"Novel112","Novel112",-1,"straight-ahead",1,"Same","participant_response",15,"exposure",0,NA,"include",35,0,4,"No-Gaze",FALSE,NA,1,"second","include",1,NA,4597,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",0,6145,"Novel82","Novel77",-1,"straight-ahead",0,"Same","participant_response",0,"test",0,NA,"include",9,3,4,"Gaze",TRUE,FALSE,2,"first","include",1,TRUE,3735,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",2,6151,"Novel3","Novel3",-1,"straight-ahead",0,"Switch","participant_response",1,"test",0,NA,"include",10,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3609,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,5178,"Novel60","Novel60",-1,"straight-ahead",2,"Same","participant_response",2,"test",0,NA,"include",11,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3756,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,5360,"Novel56","Novel56",-1,"straight-ahead",3,"Switch","participant_response",3,"test",1,NA,"include",12,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3711,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,5593,"Novel87","Novel97",-1,"straight-ahead",0,"Same","participant_response",4,"test",1,NA,"include",17,3,4,"Gaze",FALSE,FALSE,2,"first","include",1,TRUE,4295,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",0,5283,"Novel15","Novel81",-1,"straight-ahead",2,"Switch","participant_response",5,"test",1,NA,"include",18,3,4,"Gaze",FALSE,FALSE,2,"first","include",1,TRUE,3675,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,3484,"Novel57","Novel57",-1,"straight-ahead",3,"Same","participant_response",6,"test",1,NA,"include",19,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3856,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,4284,"Novel96","Novel117",-1,"straight-ahead",1,"Switch","participant_response",7,"test",0,NA,"include",20,3,4,"Gaze",FALSE,FALSE,2,"first","include",1,TRUE,3790,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,5371,"Novel63","Novel32",-1,"straight-ahead",1,"Same","participant_response",8,"test",0,NA,"include",25,3,4,"No-Gaze",FALSE,FALSE,2,"second","include",1,NA,5811,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",0,3910,"Novel55","Novel55",-1,"straight-ahead",1,"Same","participant_response",10,"test",0,NA,"include",27,3,4,"No-Gaze",FALSE,TRUE,2,"second","include",1,NA,4765,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,3957,"Novel140","Novel103",-1,"straight-ahead",0,"Switch","participant_response",11,"test",1,NA,"include",28,3,4,"No-Gaze",FALSE,FALSE,2,"second","include",1,NA,4677,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,5468,"Novel27","Novel41",-1,"straight-ahead",2,"Same","participant_response",12,"test",1,NA,"include",33,3,4,"No-Gaze",FALSE,FALSE,2,"second","include",1,NA,4510,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,5433,"Novel89","Novel135",-1,"straight-ahead",2,"Switch","participant_response",13,"test",1,NA,"include",34,3,4,"No-Gaze",FALSE,FALSE,2,"second","include",1,NA,4100,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",2,4685,"Novel130","Novel50",-1,"straight-ahead",1,"Same","participant_response",14,"test",1,NA,"include",35,3,4,"No-Gaze",FALSE,FALSE,2,"second","include",1,NA,5475,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,3520,"Novel47","Novel79",-1,"straight-ahead",1,"Switch","participant_response",15,"test",0,NA,"include",36,3,4,"No-Gaze",FALSE,FALSE,2,"second","include",1,NA,5728,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",0,3735,"Novel82","Novel82",0,"up-left-4sec",0,"Same","participant_response",0,"exposure",0,"Novel82","include",5,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3735,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,3609,"Novel3","Novel75",3,"down-right-4sec",0,"Switch","participant_response",1,"exposure",0,"Novel75","include",6,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3609,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",2,3756,"Novel60","Novel60",2,"down-left-4sec",2,"Same","participant_response",2,"exposure",0,"Novel60","include",7,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3756,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",2,3711,"Novel56","Novel72",2,"down-left-4sec",3,"Switch","participant_response",3,"exposure",1,"Novel72","include",8,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3711,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",0,4295,"Novel87","Novel87",0,"up-left-4sec",0,"Same","participant_response",4,"exposure",1,"Novel87","include",13,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,4295,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,3675,"Novel15","Novel6",1,"up-right-4sec",2,"Switch","participant_response",5,"exposure",1,"Novel6","include",14,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3675,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,3856,"Novel57","Novel57",3,"down-right-4sec",3,"Same","participant_response",6,"exposure",1,"Novel57","include",15,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3856,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",2,3790,"Novel96","Novel10",2,"down-left-4sec",1,"Switch","participant_response",7,"exposure",0,"Novel10","include",16,3,4,"Gaze",FALSE,TRUE,2,"first","include",1,TRUE,3790,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,5811,"Novel63","Novel63",-1,"straight-ahead",1,"Same","participant_response",8,"exposure",0,NA,"include",21,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,5811,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,5997,"Novel69","Novel19",-1,"straight-ahead",2,"Switch","timed_out",9,"exposure",0,NA,"include",22,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,5997,"timed_out"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,4765,"Novel55","Novel55",-1,"straight-ahead",1,"Same","participant_response",10,"exposure",0,NA,"include",23,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,4765,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,4677,"Novel140","Novel129",-1,"straight-ahead",0,"Switch","participant_response",11,"exposure",1,NA,"include",24,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,4677,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",2,4510,"Novel27","Novel27",-1,"straight-ahead",2,"Same","participant_response",12,"exposure",1,NA,"include",29,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,4510,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",3,4100,"Novel89","Novel78",-1,"straight-ahead",2,"Switch","participant_response",13,"exposure",1,NA,"include",30,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,4100,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",1,5475,"Novel130","Novel130",-1,"straight-ahead",1,"Same","participant_response",14,"exposure",1,NA,"include",31,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,5475,"participant_response"
"2016-07-24 19:53:59","Three","short",4,"SocialFirst","everything worked fine          ","          If people learned the words.","Chrome",0,5728,"Novel47","Novel54",-1,"straight-ahead",1,"Switch","participant_response",15,"exposure",0,NA,"include",32,3,4,"No-Gaze",FALSE,NA,2,"second","include",1,NA,5728,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,5404,"Novel69","Novel121",-1,"straight-ahead",3,"Switch","participant_response",0,"test",0,NA,"include",9,3,4,"No-Gaze",TRUE,FALSE,3,"first","include",1,NA,4218,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,4856,"Novel116","Novel58",-1,"straight-ahead",0,"Same","participant_response",1,"test",1,NA,"include",10,3,4,"No-Gaze",FALSE,FALSE,3,"first","include",1,NA,4254,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,7132,"Novel23","Novel83",-1,"straight-ahead",3,"Switch","participant_response",2,"test",1,NA,"include",11,3,4,"No-Gaze",FALSE,FALSE,3,"first","include",1,NA,4785,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,6226,"Novel13","Novel13",-1,"straight-ahead",2,"Same","participant_response",3,"test",0,NA,"include",12,3,4,"No-Gaze",FALSE,TRUE,3,"first","include",1,NA,4787,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,4110,"Novel15","Novel78",-1,"straight-ahead",3,"Switch","participant_response",4,"test",1,NA,"include",17,3,4,"No-Gaze",FALSE,FALSE,3,"first","include",1,NA,4138,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",0,5918,"Novel33","Novel33",-1,"straight-ahead",2,"Same","participant_response",5,"test",0,NA,"include",18,3,4,"No-Gaze",FALSE,TRUE,3,"first","include",1,NA,4909,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,4184,"Novel100","Novel137",-1,"straight-ahead",3,"Switch","participant_response",6,"test",0,NA,"include",19,3,4,"No-Gaze",FALSE,FALSE,3,"first","include",1,NA,4808,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4428,"Novel17","Novel90",-1,"straight-ahead",3,"Same","participant_response",7,"test",1,NA,"include",20,3,4,"No-Gaze",FALSE,FALSE,3,"first","include",1,NA,4976,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,4373,"Novel89","Novel73",-1,"straight-ahead",3,"Switch","participant_response",8,"test",0,NA,"include",25,3,4,"Gaze",FALSE,FALSE,3,"second","include",1,TRUE,4771,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4348,"Novel128","Novel128",-1,"straight-ahead",1,"Same","participant_response",9,"test",1,NA,"include",26,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,4277,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,4248,"Novel120","Novel80",-1,"straight-ahead",1,"Switch","participant_response",10,"test",1,NA,"include",27,3,4,"Gaze",FALSE,FALSE,3,"second","include",1,TRUE,4847,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,4119,"Novel28","Novel136",-1,"straight-ahead",2,"Same","participant_response",11,"test",0,NA,"include",28,3,4,"Gaze",FALSE,FALSE,3,"second","include",1,TRUE,3682,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,3936,"Novel75","Novel75",-1,"straight-ahead",3,"Switch","participant_response",12,"test",1,NA,"include",33,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,3906,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,3691,"Novel24","Novel112",-1,"straight-ahead",0,"Same","participant_response",13,"test",0,NA,"include",34,3,4,"Gaze",FALSE,FALSE,3,"second","include",1,TRUE,5795,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,3998,"Novel86","Novel82",-1,"straight-ahead",3,"Switch","participant_response",14,"test",0,NA,"include",35,3,4,"Gaze",FALSE,FALSE,3,"second","include",1,TRUE,3922,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,4296,"Novel99","Novel11",-1,"straight-ahead",1,"Same","participant_response",15,"test",1,NA,"include",36,3,4,"Gaze",FALSE,FALSE,3,"second","include",1,TRUE,3705,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4218,"Novel69","Novel135",-1,"straight-ahead",3,"Switch","participant_response",0,"exposure",0,NA,"include",5,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4218,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",0,4254,"Novel116","Novel116",-1,"straight-ahead",0,"Same","participant_response",1,"exposure",1,NA,"include",6,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4254,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4785,"Novel23","Novel94",-1,"straight-ahead",3,"Switch","participant_response",2,"exposure",1,NA,"include",7,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4785,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,4787,"Novel13","Novel13",-1,"straight-ahead",2,"Same","participant_response",3,"exposure",0,NA,"include",8,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4787,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4138,"Novel15","Novel96",-1,"straight-ahead",3,"Switch","participant_response",4,"exposure",1,NA,"include",13,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4138,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,4909,"Novel33","Novel33",-1,"straight-ahead",2,"Same","participant_response",5,"exposure",0,NA,"include",14,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4909,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4808,"Novel100","Novel7",-1,"straight-ahead",3,"Switch","participant_response",6,"exposure",0,NA,"include",15,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4808,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",3,4976,"Novel17","Novel17",-1,"straight-ahead",3,"Same","participant_response",7,"exposure",1,NA,"include",16,3,4,"No-Gaze",FALSE,NA,3,"first","include",1,NA,4976,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",0,4771,"Novel89","Novel59",0,"up-left-4sec",3,"Switch","participant_response",8,"exposure",0,"Novel59","include",21,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,4771,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,4277,"Novel128","Novel128",1,"up-right-4sec",1,"Same","participant_response",9,"exposure",1,"Novel128","include",22,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,4277,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",0,4847,"Novel120","Novel81",0,"up-left-4sec",1,"Switch","participant_response",10,"exposure",1,"Novel81","include",23,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,4847,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",2,3682,"Novel28","Novel28",2,"down-left-4sec",2,"Same","participant_response",11,"exposure",0,"Novel28","include",24,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,3682,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",0,3906,"Novel75","Novel113",0,"up-left-4sec",3,"Switch","participant_response",12,"exposure",1,"Novel113","include",29,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,3906,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",0,5795,"Novel24","Novel24",0,"up-left-4sec",0,"Same","participant_response",13,"exposure",0,"Novel24","include",30,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,5795,"participant_response"
"2016-07-24 19:52:06","Three","short",4,"No-socialFirst","          no","          ","Chrome",1,3922,"Novel86","Novel123",1,"up-right-4sec",3,"Switch","participant_response",14,"exposure",0,"Novel123","include",31,3,4,"Gaze",FALSE,TRUE,3,"second","include",1,TRUE,3922,"participant_response"
